Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5421;1443.5;394;104.9;0;0
m;10-19;9105;2286.8;412;103.5;0;0
m;20-29;15721;3188.2;688;139.5;2;0.4
m;30-39;13326;2750.1;641;132.3;11;2.3
m;40-49;11873;2477.1;553;115.4;27;5.6
m;50-59;14201;2141.1;555;83.7;83;12.5
m;60-69;8043;1627.7;312;63.1;254;51.4
m;70-79;4564;1315.8;156;45;557;160.6
m;80-89;4204;2201.8;82;42.9;1075;563
m;90+;1070;4926.1;12;55.2;382;1758.7
w;0-9;4890;1372.6;364;102.2;0;0
w;10-19;9041;2420.7;432;115.7;0;0
w;20-29;15180;3427.1;565;127.6;2;0.5
w;30-39;13003;2785.9;595;127.5;5;1.1
w;40-49;13167;2718;487;100.5;17;3.5
w;50-59;15104;2278.1;542;81.7;45;6.8
w;60-69;7871;1517.1;293;56.5;133;25.6
w;70-79;4755;1192.7;145;36.4;322;80.8
w;80-89;7422;2627.1;129;45.7;1082;383
w;90+;3560;6013.7;39;65.9;713;1204.4
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
