Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3822;1017.7;160;42.6;0;0
m;10-19;7194;1806.8;235;59;0;0
m;20-29;12562;2547.6;405;82.1;2;0.4
m;30-39;10418;2150;379;78.2;6;1.2
m;40-49;9261;1932.2;345;72;23;4.8
m;50-59;11178;1685.4;430;64.8;49;7.4
m;60-69;6351;1285.3;272;55;195;39.5
m;70-79;3682;1061.5;172;49.6;403;116.2
m;80-89;3510;1838.3;192;100.6;804;421.1
m;90+;899;4138.9;62;285.4;292;1344.3
w;0-9;3492;980.2;152;42.7;0;0
w;10-19;7130;1909.1;251;67.2;0;0
w;20-29;12370;2792.7;435;98.2;2;0.5
w;30-39;10258;2197.8;405;86.8;1;0.2
w;40-49;10586;2185.2;434;89.6;12;2.5
w;50-59;12195;1839.3;500;75.4;33;5
w;60-69;6286;1211.6;237;45.7;97;18.7
w;70-79;3828;960.2;157;39.4;216;54.2
w;80-89;6299;2229.6;346;122.5;779;275.7
w;90+;3085;5211.3;189;319.3;538;908.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;1;;0;
d;40-49;2;;1;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
