Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5730;1525.7;461;122.8;0;0
m;10-19;9455;2374.7;497;124.8;0;0
m;20-29;16219;3289.2;719;145.8;2;0.4
m;30-39;13787;2845.2;689;142.2;12;2.5
m;40-49;12278;2561.6;581;121.2;27;5.6
m;50-59;14692;2215.2;660;99.5;85;12.8
m;60-69;8282;1676.1;333;67.4;258;52.2
m;70-79;4684;1350.4;182;52.5;568;163.8
m;80-89;4267;2234.8;87;45.6;1094;573
m;90+;1083;4986;17;78.3;388;1786.3
w;0-9;5167;1450.4;410;115.1;0;0
w;10-19;9338;2500.3;447;119.7;0;0
w;20-29;15621;3526.6;622;140.4;2;0.5
w;30-39;13472;2886.4;660;141.4;5;1.1
w;40-49;13569;2801;558;115.2;18;3.7
w;50-59;15523;2341.3;603;90.9;45;6.8
w;60-69;8071;1555.7;305;58.8;137;26.4
w;70-79;4872;1222.1;164;41.1;329;82.5
w;80-89;7498;2654;110;38.9;1090;385.8
w;90+;3586;6057.6;40;67.6;718;1212.9
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
