Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;2941;783.1;129;34.3;0;0
m;10-19;5818;1461.2;254;63.8;1;0.3
m;20-29;10009;2029.8;558;113.2;2;0.4
m;30-39;8157;1683.4;471;97.2;5;1
m;40-49;7335;1530.4;406;84.7;17;3.5
m;50-59;8728;1316;529;79.8;31;4.7
m;60-69;4833;978.1;352;71.2;119;24.1
m;70-79;2690;775.5;207;59.7;260;75
m;80-89;2366;1239.2;224;117.3;503;263.4
m;90+;576;2651.8;66;303.9;162;745.8
w;0-9;2737;768.3;115;32.3;1;0.3
w;10-19;5719;1531.3;281;75.2;0;0
w;20-29;9653;2179.3;618;139.5;1;0.2
w;30-39;8002;1714.5;550;117.8;1;0.2
w;40-49;8241;1701.2;504;104;9;1.9
w;50-59;9340;1408.7;660;99.5;23;3.5
w;60-69;4755;916.5;359;69.2;47;9.1
w;70-79;2747;689.1;234;58.7;135;33.9
w;80-89;4222;1494.4;436;154.3;456;161.4
w;90+;2023;3417.3;236;398.7;329;555.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;0;;0;;0;
d;30-39;1;;0;;0;
d;40-49;1;;1;;0;
d;50-59;0;;0;;0;
d;60-69;0;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
