Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5524;1470.9;418;111.3;0;0
m;10-19;9220;2315.7;437;109.8;0;0
m;20-29;15854;3215.2;682;138.3;2;0.4
m;30-39;13445;2774.6;645;133.1;11;2.3
m;40-49;11990;2501.6;569;118.7;27;5.6
m;50-59;14359;2165;626;94.4;83;12.5
m;60-69;8111;1641.5;323;65.4;255;51.6
m;70-79;4595;1324.7;161;46.4;558;160.9
m;80-89;4220;2210.2;80;41.9;1077;564.1
m;90+;1073;4939.9;13;59.8;382;1758.7
w;0-9;4986;1399.6;372;104.4;0;0
w;10-19;9158;2452.1;463;124;0;0
w;20-29;15306;3455.5;563;127.1;2;0.5
w;30-39;13152;2817.9;632;135.4;5;1.1
w;40-49;13281;2741.5;501;103.4;17;3.5
w;50-59;15228;2296.8;574;86.6;45;6.8
w;60-69;7924;1527.4;293;56.5;134;25.8
w;70-79;4787;1200.8;153;38.4;323;81
w;80-89;7441;2633.9;118;41.8;1082;383
w;90+;3566;6023.9;35;59.1;713;1204.4
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
