Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6440;1714.8;440;117.2;0;0
m;10-19;10213;2565.1;511;128.3;0;0
m;20-29;17363;3521.2;758;153.7;2;0.4
m;30-39;14897;3074.3;735;151.7;12;2.5
m;40-49;13247;2763.8;671;140;27;5.6
m;50-59;15680;2364.1;657;99.1;93;14
m;60-69;8793;1779.5;358;72.5;264;53.4
m;70-79;4928;1420.7;174;50.2;585;168.7
m;80-89;4397;2302.9;95;49.8;1124;588.7
m;90+;1103;5078;15;69.1;394;1813.9
w;0-9;5821;1634;430;120.7;0;0
w;10-19;10078;2698.4;504;134.9;1;0.3
w;20-29;16650;3758.9;698;157.6;2;0.5
w;30-39;14507;3108.2;711;152.3;6;1.3
w;40-49;14467;2986.4;624;128.8;19;3.9
w;50-59;16428;2477.8;616;92.9;46;6.9
w;60-69;8597;1657.1;332;64;142;27.4
w;70-79;5125;1285.6;177;44.4;337;84.5
w;80-89;7679;2718.1;123;43.5;1107;391.8
w;90+;3626;6125.2;29;49;729;1231.5
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
