Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6490;1728.1;414;110.2;0;0
m;10-19;10277;2581.2;485;121.8;0;0
m;20-29;17433;3535.4;713;144.6;2;0.4
m;30-39;14967;3088.7;673;138.9;12;2.5
m;40-49;13317;2778.4;650;135.6;27;5.6
m;50-59;15754;2375.3;627;94.5;93;14
m;60-69;8828;1786.6;336;68;264;53.4
m;70-79;4958;1429.4;169;48.7;587;169.2
m;80-89;4404;2306.5;90;47.1;1125;589.2
m;90+;1104;5082.6;14;64.5;394;1813.9
w;0-9;5864;1646;404;113.4;0;0
w;10-19;10131;2712.6;470;125.8;1;0.3
w;20-29;16713;3773.1;648;146.3;2;0.5
w;30-39;14590;3126;671;143.8;6;1.3
w;40-49;14519;2997.1;578;119.3;19;3.9
w;50-59;16495;2487.9;594;89.6;46;6.9
w;60-69;8635;1664.4;313;60.3;142;27.4
w;70-79;5141;1289.6;159;39.9;337;84.5
w;80-89;7696;2724.1;114;40.4;1108;392.2
w;90+;3631;6133.7;29;49;730;1233.1
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
