Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4127;1098.9;183;48.7;0;0
m;10-19;7580;1903.8;236;59.3;0;0
m;20-29;13218;2680.6;388;78.7;2;0.4
m;30-39;11040;2278.3;377;77.8;7;1.4
m;40-49;9820;2048.8;356;74.3;25;5.2
m;50-59;11879;1791.1;451;68;58;8.7
m;60-69;6749;1365.8;260;52.6;216;43.7
m;70-79;3930;1133;141;40.6;455;131.2
m;80-89;3790;1984.9;163;85.4;904;473.5
m;90+;983;4525.6;51;234.8;318;1464
w;0-9;3764;1056.6;166;46.6;0;0
w;10-19;7496;2007.1;229;61.3;0;0
w;20-29;12982;2930.8;388;87.6;2;0.5
w;30-39;10879;2330.9;395;84.6;1;0.2
w;40-49;11150;2301.6;365;75.3;13;2.7
w;50-59;12906;1946.6;426;64.3;37;5.6
w;60-69;6679;1287.4;227;43.8;110;21.2
w;70-79;4066;1019.9;134;33.6;252;63.2
w;80-89;6758;2392.1;234;82.8;887;314
w;90+;3287;5552.6;116;196;592;1000
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
