Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4432;1180.1;213;56.7;0;0
m;10-19;7990;2006.8;275;69.1;0;0
m;20-29;13969;2832.9;488;99;2;0.4
m;30-39;11640;2402.1;379;78.2;7;1.4
m;40-49;10393;2168.4;369;77;25;5.2
m;50-59;12643;1906.2;483;72.8;70;10.6
m;60-69;7176;1452.2;264;53.4;224;45.3
m;70-79;4142;1194.1;132;38.1;510;147
m;80-89;3964;2076.1;108;56.6;985;515.9
m;90+;1031;4746.6;29;133.5;354;1629.8
w;0-9;4019;1128.1;162;45.5;0;0
w;10-19;7920;2120.6;270;72.3;0;0
w;20-29;13653;3082.3;427;96.4;2;0.5
w;30-39;11462;2455.8;374;80.1;1;0.2
w;40-49;11792;2434.2;396;81.7;15;3.1
w;50-59;13646;2058.2;461;69.5;38;5.7
w;60-69;7060;1360.8;246;47.4;117;22.6
w;70-79;4284;1074.6;161;40.4;279;70
w;80-89;7025;2486.6;177;62.7;982;347.6
w;90+;3428;5790.7;90;152;648;1094.6
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
