Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3492;929.8;217;57.8;0;0
m;10-19;6733;1691.1;317;79.6;0;0
m;20-29;11751;2383.1;586;118.8;2;0.4
m;30-39;9677;1997;478;98.6;6;1.2
m;40-49;8597;1793.7;414;86.4;20;4.2
m;50-59;10321;1556.1;494;74.5;44;6.6
m;60-69;5805;1174.8;366;74.1;161;32.6
m;70-79;3335;961.5;237;68.3;345;99.5
m;80-89;3107;1627.2;279;146.1;679;355.6
m;90+;781;3595.6;80;368.3;241;1109.5
w;0-9;3197;897.4;190;53.3;0;0
w;10-19;6647;1779.7;342;91.6;0;0
w;20-29;11493;2594.7;552;124.6;1;0.2
w;30-39;9467;2028.3;473;101.3;1;0.2
w;40-49;9727;2007.9;494;102;12;2.5
w;50-59;11197;1688.8;625;94.3;29;4.4
w;60-69;5788;1115.6;356;68.6;78;15
w;70-79;3449;865.1;256;64.2;179;44.9
w;80-89;5576;1973.7;461;163.2;642;227.2
w;90+;2713;4582.9;257;434.1;457;772
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;1;;0;;0;
d;40-49;1;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
