Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4854;1292.5;261;69.5;0;0
m;10-19;8485;2131.1;300;75.3;0;0
m;20-29;14689;2978.9;448;90.9;2;0.4
m;30-39;12335;2545.6;424;87.5;9;1.9
m;40-49;11023;2299.8;379;79.1;26;5.4
m;50-59;13330;2009.8;426;64.2;77;11.6
m;60-69;7566;1531.2;252;51;238;48.2
m;70-79;4340;1251.2;121;34.9;536;154.5
m;80-89;4096;2145.2;83;43.5;1036;542.6
m;90+;1050;4834;11;50.6;369;1698.8
w;0-9;4354;1222.2;211;59.2;0;0
w;10-19;8399;2248.8;268;71.8;0;0
w;20-29;14321;3233.1;413;93.2;2;0.5
w;30-39;12103;2593.1;402;86.1;2;0.4
w;40-49;12375;2554.5;356;73.5;17;3.5
w;50-59;14301;2157;411;62;40;6
w;60-69;7433;1432.7;236;45.5;127;24.5
w;70-79;4537;1138.1;144;36.1;299;75
w;80-89;7217;2554.6;105;37.2;1043;369.2
w;90+;3499;5910.7;36;60.8;691;1167.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
