Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6525;1737.4;426;113.4;0;0
m;10-19;10310;2589.5;497;124.8;0;0
m;20-29;17491;3547.2;726;147.2;2;0.4
m;30-39;15013;3098.2;686;141.6;12;2.5
m;40-49;13359;2787.2;661;137.9;27;5.6
m;50-59;15800;2382.2;644;97.1;93;14
m;60-69;8843;1789.6;332;67.2;264;53.4
m;70-79;4973;1433.7;174;50.2;588;169.5
m;80-89;4410;2309.7;92;48.2;1125;589.2
m;90+;1105;5087.2;14;64.5;394;1813.9
w;0-9;5894;1654.5;407;114.2;0;0
w;10-19;10168;2722.5;479;128.3;1;0.3
w;20-29;16763;3784.4;655;147.9;2;0.5
w;30-39;14635;3135.6;677;145;6;1.3
w;40-49;14559;3005.4;586;121;19;3.9
w;50-59;16524;2492.3;598;90.2;47;7.1
w;60-69;8658;1668.8;323;62.3;142;27.4
w;70-79;5158;1293.8;166;41.6;337;84.5
w;80-89;7712;2729.8;121;42.8;1108;392.2
w;90+;3634;6138.7;29;49;731;1234.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
