Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4950;1318;265;70.6;0;0
m;10-19;8619;2164.7;323;81.1;0;0
m;20-29;14918;3025.4;473;95.9;2;0.4
m;30-39;12574;2594.9;503;103.8;9;1.9
m;40-49;11236;2344.2;431;89.9;26;5.4
m;50-59;13549;2042.8;479;72.2;79;11.9
m;60-69;7677;1553.6;263;53.2;241;48.8
m;70-79;4386;1264.5;130;37.5;542;156.3
m;80-89;4114;2154.6;68;35.6;1041;545.2
m;90+;1059;4875.5;12;55.2;374;1721.8
w;0-9;4463;1252.8;229;64.3;0;0
w;10-19;8517;2280.4;286;76.6;0;0
w;20-29;14506;3274.9;440;99.3;2;0.5
w;30-39;12303;2636;455;97.5;4;0.9
w;40-49;12557;2592.1;403;83.2;17;3.5
w;50-59;14471;2182.6;421;63.5;40;6
w;60-69;7528;1451;236;45.5;129;24.9
w;70-79;4581;1149.1;138;34.6;304;76.3
w;80-89;7268;2572.6;109;38.6;1055;373.4
w;90+;3520;5946.1;42;70.9;694;1172.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
