Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4154;1106.1;187;49.8;0;0
m;10-19;7616;1912.8;242;60.8;0;0
m;20-29;13311;2699.5;428;86.8;2;0.4
m;30-39;11117;2294.2;393;81.1;7;1.4
m;40-49;9893;2064;377;78.7;25;5.2
m;50-59;11972;1805.1;450;67.8;58;8.7
m;60-69;6804;1377;268;54.2;218;44.1
m;70-79;3954;1139.9;144;41.5;466;134.3
m;80-89;3815;1998;157;82.2;917;480.3
m;90+;993;4571.6;57;262.4;327;1505.5
w;0-9;3786;1062.7;171;48;0;0
w;10-19;7557;2023.4;247;66.1;0;0
w;20-29;13060;2948.4;406;91.7;2;0.5
w;30-39;10949;2345.9;393;84.2;1;0.2
w;40-49;11232;2318.6;396;81.7;13;2.7
w;50-59;13008;1962;461;69.5;37;5.6
w;60-69;6722;1295.7;245;47.2;111;21.4
w;70-79;4081;1023.7;130;32.6;254;63.7
w;80-89;6799;2406.6;239;84.6;906;320.7
w;90+;3310;5591.4;122;206.1;600;1013.5
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
