Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;7493;1995.2;576;153.4;0;0
m;10-19;11628;2920.5;790;198.4;0;0
m;20-29;19126;3878.7;856;173.6;2;0.4
m;30-39;16582;3422;825;170.3;13;2.7
m;40-49;14754;3078.2;756;157.7;32;6.7
m;50-59;17224;2596.9;731;110.2;101;15.2
m;60-69;9568;1936.3;376;76.1;283;57.3
m;70-79;5332;1537.2;187;53.9;624;179.9
m;80-89;4563;2389.8;91;47.7;1168;611.7
m;90+;1135;5225.4;15;69.1;407;1873.8
w;0-9;6738;1891.4;501;140.6;0;0
w;10-19;11432;3060.9;747;200;0;0
w;20-29;18203;4109.5;752;169.8;3;0.7
w;30-39;16061;3441.1;749;160.5;6;1.3
w;40-49;15863;3274.5;682;140.8;20;4.1
w;50-59;17728;2673.9;603;90.9;51;7.7
w;60-69;9368;1805.7;353;68;152;29.3
w;70-79;5504;1380.6;192;48.2;357;89.5
w;80-89;7946;2812.6;96;34;1146;405.6
w;90+;3706;6260.3;38;64.2;748;1263.6
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
