Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;7575;2017;593;157.9;0;0
m;10-19;11724;2944.6;813;204.2;0;0
m;20-29;19235;3900.8;848;172;2;0.4
m;30-39;16673;3440.8;819;169;13;2.7
m;40-49;14835;3095.1;741;154.6;31;6.5
m;50-59;17312;2610.2;719;108.4;101;15.2
m;60-69;9619;1946.6;375;75.9;285;57.7
m;70-79;5358;1544.7;190;54.8;629;181.3
m;80-89;4576;2396.6;87;45.6;1171;613.3
m;90+;1132;5211.5;14;64.5;408;1878.4
w;0-9;6817;1913.6;523;146.8;0;0
w;10-19;11543;3090.6;781;209.1;0;0
w;20-29;18299;4131.2;757;170.9;3;0.7
w;30-39;16142;3458.5;730;156.4;6;1.3
w;40-49;15961;3294.8;685;141.4;20;4.1
w;50-59;17805;2685.5;607;91.6;50;7.5
w;60-69;9402;1812.2;346;66.7;153;29.5
w;70-79;5533;1387.9;189;47.4;359;90.1
w;80-89;7965;2819.3;102;36.1;1149;406.7
w;90+;3707;6262;38;64.2;749;1265.2
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
