Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4815;1282.1;246;65.5;0;0
m;10-19;8435;2118.5;303;76.1;0;0
m;20-29;14616;2964.1;445;90.2;2;0.4
m;30-39;12248;2527.6;413;85.2;9;1.9
m;40-49;10950;2284.6;375;78.2;26;5.4
m;50-59;13245;1997;415;62.6;76;11.5
m;60-69;7518;1521.5;243;49.2;236;47.8
m;70-79;4317;1244.6;118;34;532;153.4
m;80-89;4084;2138.9;79;41.4;1025;536.8
m;90+;1050;4834;14;64.5;366;1685
w;0-9;4323;1213.5;212;59.5;0;0
w;10-19;8361;2238.7;274;73.4;0;0
w;20-29;14255;3218.2;408;92.1;2;0.5
w;30-39;12028;2577;385;82.5;2;0.4
w;40-49;12312;2541.5;341;70.4;17;3.5
w;50-59;14224;2145.4;402;60.6;41;6.2
w;60-69;7391;1424.6;222;42.8;123;23.7
w;70-79;4512;1131.8;139;34.9;295;74
w;80-89;7203;2549.6;105;37.2;1033;365.6
w;90+;3497;5907.3;40;67.6;683;1153.8
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
