Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4102;1092.2;176;46.9;0;0
m;10-19;7543;1894.5;215;54;0;0
m;20-29;13174;2671.7;368;74.6;2;0.4
m;30-39;10979;2265.7;362;74.7;7;1.4
m;40-49;9756;2035.5;319;66.6;24;5
m;50-59;11806;1780;407;61.4;58;8.7
m;60-69;6704;1356.7;237;48;215;43.5
m;70-79;3900;1124.4;134;38.6;450;129.7
m;80-89;3760;1969.2;148;77.5;890;466.1
m;90+;980;4511.8;48;221;313;1441
w;0-9;3736;1048.7;164;46;0;0
w;10-19;7456;1996.3;207;55.4;0;0
w;20-29;12903;2913;337;76.1;2;0.5
w;30-39;10828;2319.9;387;82.9;1;0.2
w;40-49;11096;2290.5;348;71.8;13;2.7
w;50-59;12824;1934.2;389;58.7;36;5.4
w;60-69;6638;1279.5;214;41.2;108;20.8
w;70-79;4040;1013.4;129;32.4;249;62.5
w;80-89;6713;2376.2;217;76.8;870;308
w;90+;3266;5517.1;113;190.9;588;993.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
