Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6584;1753.1;368;98;0;0
m;10-19;10367;2603.8;413;103.7;0;0
m;20-29;17584;3566;641;130;2;0.4
m;30-39;15102;3116.6;560;115.6;13;2.7
m;40-49;13430;2802;518;108.1;28;5.8
m;50-59;15890;2395.8;558;84.1;96;14.5
m;60-69;8903;1801.7;302;61.1;265;53.6
m;70-79;4993;1439.5;143;41.2;595;171.5
m;80-89;4423;2316.5;79;41.4;1137;595.5
m;90+;1108;5101.1;14;64.5;396;1823.1
w;0-9;5946;1669.1;345;96.8;0;0
w;10-19;10241;2742;432;115.7;1;0.3
w;20-29;16851;3804.3;552;124.6;3;0.7
w;30-39;14717;3153.2;563;120.6;6;1.3
w;40-49;14635;3021;494;102;19;3.9
w;50-59;16589;2502.1;514;77.5;47;7.1
w;60-69;8714;1679.6;288;55.5;146;28.1
w;70-79;5181;1299.6;141;35.4;342;85.8
w;80-89;7736;2738.3;115;40.7;1111;393.3
w;90+;3638;6145.5;27;45.6;733;1238.2
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
