Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;6059;1613.3;556;148;0;0
m;10-19;9773;2454.6;566;142.2;0;0
m;20-29;16675;3381.7;827;167.7;2;0.4
m;30-39;14241;2938.9;815;168.2;12;2.5
m;40-49;12636;2636.3;671;140;27;5.6
m;50-59;15092;2275.5;752;113.4;87;13.1
m;60-69;8474;1714.9;372;75.3;261;52.8
m;70-79;4787;1380.1;193;55.6;572;164.9
m;80-89;4310;2257.3;91;47.7;1097;574.5
m;90+;1093;5032;21;96.7;390;1795.5
w;0-9;5438;1526.5;465;130.5;0;0
w;10-19;9640;2581.1;493;132;0;0
w;20-29;16040;3621.2;739;166.8;2;0.5
w;30-39;13882;2974.3;747;160;5;1.1
w;40-49;13917;2872.8;644;132.9;18;3.7
w;50-59;15870;2393.6;656;98.9;46;6.9
w;60-69;8305;1600.8;393;75.8;138;26.6
w;70-79;4976;1248.2;190;47.7;332;83.3
w;80-89;7578;2682.4;135;47.8;1092;386.5
w;90+;3609;6096.5;48;81.1;720;1216.3
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
