Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3706;986.8;170;45.3;0;0
m;10-19;7022;1763.6;228;57.3;0;0
m;20-29;12309;2496.3;436;88.4;3;0.6
m;30-39;10172;2099.2;401;82.8;6;1.2
m;40-49;9029;1883.8;347;72.4;20;4.2
m;50-59;10877;1640;438;66;48;7.2
m;60-69;6182;1251.1;308;62.3;183;37
m;70-79;3569;1028.9;190;54.8;388;111.9
m;80-89;3375;1767.6;212;111;761;398.6
m;90+;862;3968.5;74;340.7;276;1270.7
w;0-9;3389;951.3;157;44.1;0;0
w;10-19;6961;1863.8;250;66.9;0;0
w;20-29;12069;2724.7;466;105.2;1;0.2
w;30-39;9972;2136.5;415;88.9;1;0.2
w;40-49;10283;2122.7;446;92.1;12;2.5
w;50-59;11851;1787.5;515;77.7;32;4.8
w;60-69;6120;1179.6;261;50.3;89;17.2
w;70-79;3709;930.4;209;52.4;204;51.2
w;80-89;6071;2148.9;413;146.2;727;257.3
w;90+;2972;5020.4;202;341.2;507;856.4
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;1;;0;;0;
d;40-49;2;;1;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
