Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;4362;1161.5;198;52.7;0;0
m;10-19;7875;1977.9;258;64.8;0;0
m;20-29;13768;2792.1;439;89;2;0.4
m;30-39;11467;2366.4;334;68.9;7;1.4
m;40-49;10262;2141;356;74.3;24;5
m;50-59;12452;1877.4;462;69.7;68;10.3
m;60-69;7075;1431.8;261;52.8;223;45.1
m;70-79;4098;1181.4;139;40.1;501;144.4
m;80-89;3922;2054.1;107;56;968;507
m;90+;1035;4765;38;174.9;350;1611.3
w;0-9;3948;1108.2;156;43.8;0;0
w;10-19;7797;2087.7;234;62.7;0;0
w;20-29;13495;3046.6;416;93.9;2;0.5
w;30-39;11303;2421.7;355;76.1;1;0.2
w;40-49;11649;2404.7;389;80.3;15;3.1
w;50-59;13473;2032.1;443;66.8;38;5.7
w;60-69;6969;1343.3;235;45.3;116;22.4
w;70-79;4216;1057.5;138;34.6;279;70
w;80-89;6955;2461.8;160;56.6;970;343.3
w;90+;3426;5787.4;96;162.2;636;1074.4
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
