Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3878;1032.6;171;45.5;0;0
m;10-19;7282;1828.9;252;63.3;0;0
m;20-29;12725;2580.6;405;82.1;2;0.4
m;30-39;10542;2175.5;359;74.1;6;1.2
m;40-49;9387;1958.5;347;72.4;23;4.8
m;50-59;11319;1706.6;423;63.8;53;8
m;60-69;6422;1299.7;234;47.4;201;40.7
m;70-79;3738;1077.7;166;47.9;414;119.4
m;80-89;3583;1876.5;200;104.7;826;432.6
m;90+;917;4221.7;56;257.8;296;1362.7
w;0-9;3544;994.8;152;42.7;0;0
w;10-19;7220;1933.2;251;67.2;0;0
w;20-29;12507;2823.6;414;93.5;2;0.5
w;30-39;10376;2223.1;384;82.3;1;0.2
w;40-49;10685;2205.7;385;79.5;13;2.7
w;50-59;12344;1861.8;480;72.4;34;5.1
w;60-69;6385;1230.7;253;48.8;100;19.3
w;70-79;3877;972.5;161;40.4;230;57.7
w;80-89;6428;2275.3;339;120;800;283.2
w;90+;3129;5285.7;152;256.8;553;934.2
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;1;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
