Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;3967;1056.3;184;49;0;0
m;10-19;7366;1850;219;55;0;0
m;20-29;12895;2615.1;362;73.4;2;0.4
m;30-39;10723;2212.9;350;72.2;6;1.2
m;40-49;9522;1986.6;325;67.8;24;5
m;50-59;11532;1738.7;410;61.8;56;8.4
m;60-69;6537;1322.9;234;47.4;206;41.7
m;70-79;3805;1097;156;45;435;125.4
m;80-89;3650;1911.6;179;93.7;860;450.4
m;90+;939;4323;52;239.4;302;1390.4
w;0-9;3615;1014.7;144;40.4;0;0
w;10-19;7314;1958.3;215;57.6;0;0
w;20-29;12670;2860.4;365;82.4;2;0.5
w;30-39;10552;2260.8;365;78.2;1;0.2
w;40-49;10837;2237;335;69.2;13;2.7
w;50-59;12557;1893.9;439;66.2;34;5.1
w;60-69;6477;1248.4;229;44.1;104;20
w;70-79;3942;988.8;150;37.6;238;59.7
w;80-89;6560;2322;324;114.7;837;296.3
w;90+;3186;5381.9;128;216.2;566;956.1
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
