Geschlecht;Altersgruppe;"Anzahl Fälle";"Fälle pro 100.000 Einwohner";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner";"verstorbene Fälle";"verstorbene Fälle pro 100.000 Einwohner"
m;0-9;5554;1478.9;427;113.7;0;0
m;10-19;9256;2324.7;441;110.8;0;0
m;20-29;15907;3225.9;688;139.5;2;0.4
m;30-39;13490;2783.9;648;133.7;11;2.3
m;40-49;12030;2509.9;563;117.5;27;5.6
m;50-59;14400;2171.2;619;93.3;83;12.5
m;60-69;8139;1647.1;319;64.6;254;51.4
m;70-79;4612;1329.6;163;47;558;160.9
m;80-89;4232;2216.4;81;42.4;1080;565.6
m;90+;1076;4953.7;13;59.8;383;1763.3
w;0-9;5019;1408.9;385;108.1;0;0
w;10-19;9181;2458.2;449;120.2;0;0
w;20-29;15345;3464.3;570;128.7;2;0.5
w;30-39;13186;2825.1;621;133.1;5;1.1
w;40-49;13319;2749.4;506;104.5;17;3.5
w;50-59;15271;2303.3;584;88.1;45;6.8
w;60-69;7958;1533.9;300;57.8;136;26.2
w;70-79;4803;1204.8;153;38.4;325;81.5
w;80-89;7450;2637.1;113;40;1084;383.7
w;90+;3569;6028.9;36;60.8;716;1209.5
d;0-9;0;;0;;0;
d;10-19;1;;0;;0;
d;20-29;1;;0;;0;
d;30-39;2;;0;;0;
d;40-49;2;;0;;0;
d;50-59;0;;0;;0;
d;60-69;1;;0;;0;
d;70-79;0;;0;;0;
d;80-89;0;;0;;0;
d;90+;0;;0;;0;
