Sterbejahr;Sterbewoche;AG 0-9 Jahre;AG 10-19 Jahre;AG 20-29 Jahre;AG 30-39 Jahre;AG 40-49 Jahre;AG 50-59 Jahre;AG 60-69 Jahre;AG 70-79 Jahre;AG 80-89 Jahre;AG 90+ Jahre
2021;7;0;<4;0;<4;13;69;172;456;863;454
2021;8;0;0;<4;7;14;61;161;369;790;305
2021;9;<4;0;0;11;10;42;155;312;629;199
2021;10;<4;<4;<4;14;9;44;140;291;528;202
2021;11;0;0;<4;6;15;56;131;263;466;172
2021;12;0;<4;<4;<4;18;65;157;280;481;183
2021;13;0;<4;<4;18;29;87;183;336;559;160
2021;14;0;0;<4;7;27;84;209;394;580;207
2021;15;0;0;<4;7;20;95;267;423;532;163
2021;16;0;<4;4;8;21;122;260;477;518;181
2021;17;<4;<4;<4;6;33;107;250;494;523;159
2021;18;0;0;<4;17;35;122;244;417;438;143
2021;19;0;<4;4;7;24;100;221;331;338;117
2021;20;<4;0;<4;5;29;90;164;296;248;84
2021;21;0;0;<4;7;14;68;122;207;208;64
2021;22;0;0;0;4;16;49;93;124;146;40
2021;23;0;0;0;4;15;43;61;67;72;26
2021;24;<4;0;0;<4;9;23;53;76;53;16
2021;25;0;<4;0;<4;4;12;32;38;38;8
2021;26;0;0;0;<4;6;17;30;16;18;5
2021;27;0;0;0;<4;<4;8;19;15;12;<4
2021;28;0;<4;0;0;<4;7;7;15;24;<4
2021;29;0;0;<4;<4;<4;14;12;11;14;<4
2021;30;0;0;0;<4;<4;8;9;6;12;<4
2021;31;0;0;0;0;0;5;8;17;20;8
2021;32;0;0;0;<4;<4;<4;11;19;26;15
2021;33;<4;0;<4;<4;5;10;17;32;43;15
2021;34;<4;0;0;<4;6;9;25;37;55;26
2021;35;0;0;0;6;16;25;35;53;87;46
2021;36;0;<4;<4;<4;18;26;41;72;106;61
2021;37;0;0;7;4;21;30;42;86;161;77
2021;38;0;<4;<4;13;16;41;50;95;140;48
2021;39;0;0;<4;8;15;26;48;73;144;69
2021;40;0;<4;0;7;10;23;55;86;153;64
2021;41;0;0;0;7;10;26;60;84;189;81
2021;42;<4;0;<4;8;13;38;65;106;245;119
2021;43;<4;<4;<4;7;15;45;90;144;370;175
2021;44;<4;0;<4;<4;19;52;119;205;535;256
2021;45;0;0;<4;11;20;64;143;284;678;364
2021;46;<4;<4;<4;8;28;79;213;414;887;363
2021;47;<4;0;0;13;24;121;268;507;1063;446
2021;48;<4;<4;<4;14;37;166;326;577;1176;452
2021;49;<4;<4;5;18;49;156;346;520;1059;438
2021;50;0;<4;<4;11;32;156;327;570;929;384
2021;51;0;0;<4;15;39;119;297;445;794;272
2021;52;0;<4;5;10;28;91;229;340;578;236
2022;1;<4;<4;0;7;33;98;185;246;438;180
2022;2;0;0;<4;7;15;59;157;198;342;130
2022;3;<4;<4;<4;<4;11;58;122;182;302;144
2022;4;<4;<4;<4;5;19;45;101;161;344;151
2022;5;0;0;0;9;15;47;100;173;429;222
2022;6;<4;<4;<4;4;10;36;108;213;492;255
2022;7;<4;<4;0;<4;5;51;92;244;540;310
