Sterbejahr;Sterbewoche;Männer, AG 0-19 Jahre;Männer, AG 20-39 Jahre;Männer, AG 40-59 Jahre;Männer, AG 60-79 Jahre;Männer, AG 80+ Jahre;Frauen, AG 0-19 Jahre;Frauen, AG 20-39 Jahre;Frauen, AG 40-59 Jahre;Frauen, AG 60-79 Jahre;Frauen, AG 80+ Jahre
2020;10;0;0;<4;<4;0;0;0;0;0;0
2020;11;0;0;0;6;6;0;0;0;<4;5
2020;12;0;0;7;30;61;0;0;<4;13;49
2020;13;0;<4;20;151;218;0;<4;6;52;150
2020;14;0;5;51;316;458;0;<4;13;131;394
2020;15;0;<4;48;360;498;<4;<4;17;174;644
2020;16;0;<4;38;357;476;0;<4;13;151;559
2020;17;<4;5;31;248;331;0;<4;10;103;446
2020;18;0;<4;26;179;219;0;<4;17;87;267
2020;19;0;4;14;118;147;0;0;4;51;179
2020;20;0;<4;21;91;89;0;0;5;42;104
2020;21;0;0;8;56;75;0;<4;6;30;98
2020;22;0;<4;7;40;33;0;0;<4;18;49
2020;23;0;<4;<4;18;34;0;0;5;12;42
2020;24;0;<4;<4;21;23;0;0;<4;12;13
2020;25;0;0;<4;17;12;0;0;<4;<4;15
2020;26;0;0;6;12;5;0;0;<4;9;21
2020;27;0;0;<4;11;5;0;0;<4;11;14
2020;28;0;0;6;8;6;0;0;0;5;4
2020;29;0;0;<4;9;5;0;0;0;<4;9
2020;30;0;0;5;9;9;0;0;<4;<4;7
2020;31;0;0;<4;13;8;0;0;0;<4;7
2020;32;0;<4;<4;7;11;0;0;<4;<4;5
2020;33;0;0;<4;8;11;0;0;0;<4;9
2020;34;0;0;<4;9;9;0;0;<4;5;15
2020;35;0;<4;5;13;4;0;0;<4;5;8
2020;36;0;0;<4;10;<4;0;<4;<4;<4;<4
2020;37;0;0;<4;6;10;0;0;<4;6;8
2020;38;0;0;4;8;18;0;<4;<4;7;15
2020;39;0;0;4;11;21;0;0;<4;9;20
2020;40;0;0;5;16;28;0;0;<4;4;28
2020;41;0;<4;<4;36;35;0;0;<4;13;33
2020;42;0;<4;5;39;89;0;0;4;20;82
2020;43;0;<4;10;72;131;0;<4;<4;42;154
2020;44;<4;<4;21;150;268;0;0;11;56;288
2020;45;0;<4;26;205;435;0;<4;8;111;477
2020;46;0;<4;39;269;581;0;<4;23;153;594
2020;47;0;<4;49;382;696;0;<4;17;189;796
2020;48;0;<4;58;481;885;0;<4;28;290;1176
2020;49;<4;<4;58;562;1090;<4;5;24;328;1375
2020;50;0;<4;79;701;1395;<4;<4;33;375;1764
2020;51;0;11;99;823;1699;0;<4;39;439;2167
2020;52;0;4;101;930;1867;0;<4;46;534;2396
2020;53;0;9;118;962;1814;<4;<4;47;510;2387
2021;1;<4;<4;95;949;1756;0;4;50;456;2227
2021;2;0;5;95;862;1557;0;<4;35;465;2018
2021;3;0;5;92;792;1491;0;5;43;441;1910
2021;4;0;<4;70;685;1256;0;<4;37;386;1650
2021;5;0;4;78;599;1032;0;5;29;334;1251
2021;6;0;<4;65;505;845;0;<4;25;268;971
2021;7;<4;<4;58;407;581;0;<4;24;220;735
2021;8;0;5;50;339;522;0;4;25;189;575
2021;9;0;5;37;303;417;<4;6;15;164;409
2021;10;<4;10;33;271;362;<4;6;19;158;369
2021;11;0;6;44;265;301;0;<4;28;129;339
2021;12;<4;4;51;290;354;0;0;32;146;310
2021;13;0;12;83;337;381;<4;9;32;181;339
2021;14;0;7;77;389;410;0;<4;33;211;378
2021;15;0;6;83;460;350;0;<4;30;230;341
2021;16;0;9;101;486;353;<4;<4;40;247;341
2021;17;<4;5;100;464;326;<4;<4;39;278;355
2021;18;0;17;112;453;282;0;<4;44;207;297
2021;19;<4;5;91;365;223;<4;6;33;187;232
2021;20;0;6;84;293;161;<4;<4;35;166;171
2021;21;0;9;58;220;140;0;0;24;105;128
2021;22;0;<4;50;138;78;0;<4;14;77;106
2021;23;0;<4;41;82;47;0;<4;17;45;52
2021;24;0;0;24;83;31;<4;<4;8;45;37
2021;25;0;<4;13;45;20;<4;<4;<4;23;26
2021;26;0;<4;16;32;12;0;<4;7;14;10
2021;27;0;<4;6;20;10;0;<4;<4;13;5
2021;28;<4;0;8;13;15;0;0;<4;9;10
2021;29;0;<4;10;14;8;0;<4;7;9;9
2021;30;0;<4;6;9;6;0;0;4;6;7
2021;31;0;0;5;18;18;0;0;0;6;10
2021;32;0;<4;5;17;17;0;0;<4;9;24
2021;33;<4;<4;9;27;35;0;<4;6;21;24
2021;34;0;<4;8;32;37;<4;<4;6;29;43
2021;35;0;4;29;49;62;0;<4;12;37;70
2021;36;0;<4;31;65;78;<4;<4;13;45;86
2021;37;0;7;33;77;104;0;4;17;46;125
2021;38;0;12;33;83;100;<4;<4;22;55;85
2021;39;0;6;32;70;103;0;<4;10;45;102
2021;40;<4;5;22;84;116;0;<4;9;53;95
2021;41;0;5;28;78;119;0;<4;7;56;135
2021;42;<4;9;35;106;168;0;<4;13;58;176
2021;43;<4;7;39;125;236;<4;<4;16;90;257
2021;44;0;<4;38;184;355;<4;<4;24;105;369
2021;45;0;6;50;231;462;0;5;26;141;458
2021;46;0;7;56;329;521;<4;<4;32;181;526
