Sterbejahr;Sterbewoche;AG 0-9 Jahre;AG 10-19 Jahre;AG 20-29 Jahre;AG 30-39 Jahre;AG 40-49 Jahre;AG 50-59 Jahre;AG 60-69 Jahre;AG 70-79 Jahre;AG 80-89 Jahre;AG 90+ Jahre
2021;7;0;<4;0;<4;13;69;172;457;863;454
2021;8;0;0;<4;7;14;61;161;368;790;305
2021;9;<4;0;0;11;10;42;155;312;629;199
2021;10;<4;<4;<4;14;9;43;140;290;528;202
2021;11;0;0;<4;6;15;57;131;263;466;172
2021;12;0;<4;<4;<4;18;65;157;279;480;183
2021;13;0;<4;<4;18;29;87;183;336;559;160
2021;14;0;0;<4;7;27;84;209;394;580;207
2021;15;0;0;<4;7;20;95;267;423;531;163
2021;16;0;<4;4;8;21;122;260;477;518;181
2021;17;<4;<4;<4;6;33;107;249;494;523;159
2021;18;0;0;<4;17;35;122;244;416;438;143
2021;19;0;<4;4;7;24;100;221;331;338;117
2021;20;<4;0;<4;5;29;90;164;296;248;84
2021;21;0;0;<4;7;14;68;122;207;208;64
2021;22;0;0;0;4;16;49;93;122;146;40
2021;23;0;0;0;4;15;43;61;67;72;26
2021;24;<4;0;0;<4;9;23;52;76;53;16
2021;25;0;<4;0;<4;4;12;32;37;38;8
2021;26;0;0;0;<4;6;17;30;16;18;5
2021;27;0;0;0;<4;<4;8;19;15;12;<4
2021;28;0;<4;0;0;<4;7;7;15;24;<4
2021;29;0;0;<4;<4;<4;14;12;11;14;<4
2021;30;0;0;0;<4;<4;8;9;6;12;<4
2021;31;0;0;0;0;0;5;8;17;20;8
2021;32;0;0;0;<4;<4;<4;11;18;26;15
2021;33;<4;0;<4;<4;5;10;17;32;43;15
2021;34;<4;0;0;<4;6;9;25;37;55;26
2021;35;0;0;0;6;16;25;35;53;86;46
2021;36;0;<4;<4;<4;18;26;41;72;106;61
2021;37;0;0;7;4;21;30;42;86;160;77
2021;38;0;<4;<4;13;16;39;48;95;140;48
2021;39;0;0;<4;8;15;26;48;72;142;69
2021;40;0;<4;0;7;10;23;55;86;153;64
2021;41;0;0;0;7;10;26;60;84;188;81
2021;42;<4;0;<4;8;13;38;64;105;245;120
2021;43;<4;<4;<4;7;15;45;90;142;369;175
2021;44;<4;0;<4;<4;19;52;117;205;535;256
2021;45;0;0;<4;11;20;63;143;284;675;364
2021;46;<4;<4;<4;8;27;78;214;411;883;362
2021;47;<4;0;0;13;24;119;266;506;1060;442
2021;48;<4;<4;<4;14;37;166;326;574;1171;450
2021;49;<4;<4;5;18;49;154;341;519;1053;431
2021;50;0;<4;<4;11;32;156;324;567;923;384
2021;51;0;0;<4;15;39;120;294;443;791;268
2021;52;0;<4;5;10;27;91;223;334;569;232
2022;1;<4;<4;0;6;33;97;179;243;428;176
2022;2;<4;0;<4;7;15;58;154;194;339;126
2022;3;<4;<4;<4;<4;11;55;118;176;293;135
2022;4;<4;<4;<4;4;18;43;97;150;327;143
2022;5;0;0;0;8;15;42;95;154;395;193
